Archive_Date,Specialty_HIPE,Specialty_Name,Case_Type,Adult_Child,Age_Profile,Time_Bands,Total
28-02-18,7800.00,Urology,Day Case,Adult,65+,  3-6 Months,35.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,  6-9 Months,7.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,  9-12 Months,6.00
28-02-18,7800.00,Urology,Day Case,Adult,65+, 12-15 Months,7.00
28-02-18,7800.00,Urology,Day Case,Adult,65+, 15-18 Months,8.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,18+ Months,44.00
28-02-18,7800.00,Urology,Inpatient,Adult,16-64,  0-3 Months,1.00
28-02-18,7800.00,Urology,Inpatient,Adult,16-64,  3-6 Months,2.00
28-02-18,7800.00,Urology,Inpatient,Adult,16-64,  6-9 Months,1.00
28-02-18,7800.00,Urology,Inpatient,Adult,16-64,  9-12 Months,4.00
28-02-18,7800.00,Urology,Inpatient,Adult,16-64, 12-15 Months,1.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+,  0-3 Months,1.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+,  3-6 Months,2.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+,  6-9 Months,2.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+,  9-12 Months,1.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+, 12-15 Months,1.00
28-02-18,100.00,Cardiology,Day Case,Adult,16-64,  0-3 Months,5.00
28-02-18,100.00,Cardiology,Day Case,Adult,16-64,  3-6 Months,5.00
28-02-18,100.00,Cardiology,Day Case,Adult,16-64,  9-12 Months,2.00
28-02-18,100.00,Cardiology,Day Case,Adult,65+,  0-3 Months,3.00
28-02-18,100.00,Cardiology,Day Case,Adult,65+,  3-6 Months,1.00
28-02-18,100.00,Cardiology,Day Case,Adult,65+,  9-12 Months,1.00
28-02-18,100.00,Cardiology,Inpatient,Adult,16-64,  6-9 Months,1.00
28-02-18,1502.00,Obstetrics,Day Case,Adult,16-64,  0-3 Months,3.00
28-02-18,1502.00,Obstetrics,Day Case,Adult,16-64,  3-6 Months,3.00
28-02-18,1502.00,Obstetrics,Day Case,Adult,16-64,  6-9 Months,2.00
28-02-18,1502.00,Obstetrics,Day Case,Adult,16-64, 15-18 Months,1.00
28-02-18,1502.00,Obstetrics,Inpatient,Adult,16-64,  0-3 Months,2.00
28-02-18,1502.00,Obstetrics,Inpatient,Adult,16-64,  3-6 Months,1.00
28-02-18,1502.00,Obstetrics,Inpatient,Adult,16-64,  6-9 Months,1.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64,  0-3 Months,26.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64,  3-6 Months,27.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64,  6-9 Months,12.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64,  9-12 Months,2.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64, 15-18 Months,1.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,65+,  0-3 Months,4.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,65+,  3-6 Months,6.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,65+,  6-9 Months,1.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,65+, 12-15 Months,1.00
28-02-18,1503.00,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,3.00
28-02-18,1503.00,Gynaecology,Inpatient,Adult,65+,  0-3 Months,1.00
28-02-18,2003.00,Maxillo-Facial,Day Case,Adult,16-64,  0-3 Months,1.00
28-02-18,2003.00,Maxillo-Facial,Day Case,Adult,65+,  0-3 Months,1.00
28-02-18,2003.00,Maxillo-Facial,Day Case,Child,0-15,  0-3 Months,1.00
28-02-18,2200.00,Radiology,Day Case,Adult,16-64,  0-3 Months,3.00
28-02-18,2400.00,Respiratory Medicine,Day Case,Adult,65+,  0-3 Months,1.00
28-02-18,2400.00,Respiratory Medicine,Day Case,Adult,65+,  6-9 Months,1.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64,  0-3 Months,18.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64,  3-6 Months,9.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64,  9-12 Months,1.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64, 15-18 Months,1.00
28-02-18,2600.00,General Surgery,Day Case,Adult,65+,  0-3 Months,8.00
28-02-18,2600.00,General Surgery,Day Case,Adult,65+,  3-6 Months,2.00
28-02-18,2600.00,General Surgery,Day Case,Adult,65+,  6-9 Months,1.00
28-02-18,2600.00,General Surgery,Day Case,Child,0-15,  0-3 Months,4.00
28-02-18,5000.00,General Medicine,Day Case,Adult,16-64,  3-6 Months,1.00
28-02-18,5000.00,General Medicine,Day Case,Adult,65+,  0-3 Months,1.00
28-02-18,5000.00,General Medicine,Day Case,Adult,65+,  3-6 Months,1.00
28-02-18,7000.00,Dental Surgery,Day Case,Child,0-15,  0-3 Months,1.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64,  0-3 Months,15.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64,  3-6 Months,7.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64,  6-9 Months,6.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64,  9-12 Months,1.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,  0-3 Months,12.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,  3-6 Months,5.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,  9-12 Months,2.00
28-02-18,7800.00,Urology,Day Case,Adult,65+, 12-15 Months,1.00
28-02-18,7800.00,Urology,Day Case,Child,0-15,  0-3 Months,1.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,65+,  0-3 Months,2.00
28-02-18,100.00,Cardiology,Day Case,Adult,16-64,  0-3 Months,52.00
28-02-18,100.00,Cardiology,Day Case,Adult,16-64,  3-6 Months,24.00
28-02-18,100.00,Cardiology,Day Case,Adult,16-64,  6-9 Months,2.00
28-02-18,100.00,Cardiology,Day Case,Adult,65+,  0-3 Months,88.00
28-02-18,100.00,Cardiology,Day Case,Adult,65+,  3-6 Months,26.00
28-02-18,100.00,Cardiology,Day Case,Adult,65+,  6-9 Months,2.00
28-02-18,100.00,Cardiology,Inpatient,Adult,16-64,  0-3 Months,22.00
28-02-18,100.00,Cardiology,Inpatient,Adult,16-64,  3-6 Months,3.00
28-02-18,100.00,Cardiology,Inpatient,Adult,65+,  0-3 Months,43.00
28-02-18,100.00,Cardiology,Inpatient,Adult,65+,  3-6 Months,6.00
28-02-18,300.00,Dermatology,Day Case,Adult,16-64,  0-3 Months,33.00
28-02-18,300.00,Dermatology,Day Case,Adult,16-64,  3-6 Months,3.00
28-02-18,300.00,Dermatology,Day Case,Adult,16-64,  6-9 Months,1.00
28-02-18,300.00,Dermatology,Day Case,Adult,16-64,  9-12 Months,1.00
28-02-18,300.00,Dermatology,Day Case,Adult,65+,  0-3 Months,28.00
28-02-18,300.00,Dermatology,Day Case,Adult,65+,  3-6 Months,5.00
28-02-18,300.00,Dermatology,Day Case,Child,0-15,  6-9 Months,1.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,16-64,  0-3 Months,94.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,16-64,  3-6 Months,61.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,16-64,  6-9 Months,34.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,16-64,  9-12 Months,51.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,16-64, 12-15 Months,34.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,16-64, 15-18 Months,21.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,16-64,18+ Months,8.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,65+,  0-3 Months,32.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,65+,  3-6 Months,5.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,65+,  6-9 Months,2.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,65+,  9-12 Months,4.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Adult,65+, 12-15 Months,1.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15,  0-3 Months,22.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15,  3-6 Months,7.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15,  6-9 Months,1.00
28-02-18,600.00,Otolaryngology (ENT),Day Case,Child,0-15,  9-12 Months,7.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Adult,16-64,  0-3 Months,11.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Adult,16-64,  3-6 Months,5.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Adult,16-64,  6-9 Months,2.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Adult,16-64,  9-12 Months,8.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Adult,16-64, 12-15 Months,6.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Adult,16-64, 15-18 Months,13.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Adult,16-64,18+ Months,26.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15,  0-3 Months,39.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15,  3-6 Months,42.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15,  6-9 Months,11.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15,  9-12 Months,29.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15, 12-15 Months,18.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15, 15-18 Months,9.00
28-02-18,600.00,Otolaryngology (ENT),Inpatient,Child,0-15,18+ Months,1.00
28-02-18,700.00,Gastro-Enterology,Day Case,Adult,16-64,  0-3 Months,6.00
28-02-18,700.00,Gastro-Enterology,Day Case,Adult,16-64,  3-6 Months,1.00
28-02-18,700.00,Gastro-Enterology,Day Case,Adult,65+,  9-12 Months,1.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64,  0-3 Months,43.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64,  3-6 Months,31.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64,  6-9 Months,21.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64,  9-12 Months,7.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64, 12-15 Months,1.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64, 15-18 Months,1.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,65+,  0-3 Months,7.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,65+,  3-6 Months,3.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,65+,  6-9 Months,4.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,65+,  9-12 Months,1.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,65+,18+ Months,1.00
28-02-18,1503.00,Gynaecology,Inpatient,Adult,16-64,  0-3 Months,13.00
28-02-18,1503.00,Gynaecology,Inpatient,Adult,16-64,  3-6 Months,11.00
28-02-18,1503.00,Gynaecology,Inpatient,Adult,16-64,  6-9 Months,2.00
28-02-18,1503.00,Gynaecology,Inpatient,Adult,16-64,  9-12 Months,2.00
28-02-18,1503.00,Gynaecology,Inpatient,Adult,16-64, 15-18 Months,1.00
28-02-18,1503.00,Gynaecology,Inpatient,Adult,65+,  0-3 Months,5.00
28-02-18,1503.00,Gynaecology,Inpatient,Adult,65+,  6-9 Months,1.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,16-64,  0-3 Months,110.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,16-64,  3-6 Months,125.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,16-64,  6-9 Months,80.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,16-64,  9-12 Months,76.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,16-64, 12-15 Months,51.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,16-64, 15-18 Months,54.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,16-64,18+ Months,85.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,65+,  0-3 Months,335.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,65+,  3-6 Months,420.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,65+,  6-9 Months,282.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,65+,  9-12 Months,274.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,65+, 12-15 Months,146.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,65+, 15-18 Months,90.00
28-02-18,1700.00,Ophthalmology,Day Case,Adult,65+,18+ Months,167.00
28-02-18,1700.00,Ophthalmology,Day Case,Child,0-15,  0-3 Months,23.00
28-02-18,1700.00,Ophthalmology,Day Case,Child,0-15,  3-6 Months,21.00
28-02-18,1700.00,Ophthalmology,Day Case,Child,0-15,  6-9 Months,18.00
28-02-18,1700.00,Ophthalmology,Day Case,Child,0-15,  9-12 Months,11.00
28-02-18,1700.00,Ophthalmology,Day Case,Child,0-15, 12-15 Months,7.00
28-02-18,1700.00,Ophthalmology,Day Case,Child,0-15, 15-18 Months,4.00
28-02-18,1700.00,Ophthalmology,Day Case,Child,0-15,18+ Months,10.00
28-02-18,1700.00,Ophthalmology,Inpatient,Adult,16-64,  3-6 Months,1.00
28-02-18,1700.00,Ophthalmology,Inpatient,Adult,16-64,  6-9 Months,1.00
28-02-18,1700.00,Ophthalmology,Inpatient,Adult,16-64,18+ Months,1.00
28-02-18,1700.00,Ophthalmology,Inpatient,Adult,65+,  0-3 Months,1.00
28-02-18,1700.00,Ophthalmology,Inpatient,Adult,65+,  6-9 Months,1.00
28-02-18,1700.00,Ophthalmology,Inpatient,Adult,65+, 15-18 Months,1.00
28-02-18,1700.00,Ophthalmology,Inpatient,Adult,65+,18+ Months,2.00
28-02-18,1700.00,Ophthalmology,Inpatient,Child,0-15,  6-9 Months,1.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,42.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,34.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,8.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,16-64,  9-12 Months,4.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,16-64, 12-15 Months,5.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,16-64, 15-18 Months,2.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,16-64,18+ Months,3.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+,  0-3 Months,8.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+,  3-6 Months,13.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+,  6-9 Months,3.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+,  9-12 Months,6.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+, 12-15 Months,2.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+, 15-18 Months,1.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+,18+ Months,1.00
28-02-18,1800.00,Orthopaedics,Day Case,Child,0-15,  0-3 Months,3.00
28-02-18,1800.00,Orthopaedics,Day Case,Child,0-15,  3-6 Months,1.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,7.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,2.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,2.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,16-64,  9-12 Months,3.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,16-64, 12-15 Months,2.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,16-64, 15-18 Months,1.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,5.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,4.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,3.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,65+,  9-12 Months,5.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,65+, 15-18 Months,4.00
28-02-18,1800.00,Orthopaedics,Inpatient,Child,0-15,  0-3 Months,1.00
28-02-18,2400.00,Respiratory Medicine,Day Case,Adult,16-64,  0-3 Months,1.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64,  0-3 Months,32.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64,  3-6 Months,31.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64,  6-9 Months,31.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64,  9-12 Months,14.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64, 12-15 Months,4.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64, 15-18 Months,12.00
28-02-18,2600.00,General Surgery,Day Case,Adult,16-64,18+ Months,12.00
28-02-18,2600.00,General Surgery,Day Case,Adult,65+,  0-3 Months,9.00
28-02-18,2600.00,General Surgery,Day Case,Adult,65+,  3-6 Months,10.00
28-02-18,2600.00,General Surgery,Day Case,Adult,65+,  6-9 Months,10.00
28-02-18,2600.00,General Surgery,Day Case,Adult,65+,  9-12 Months,3.00
28-02-18,2600.00,General Surgery,Day Case,Adult,65+, 15-18 Months,3.00
28-02-18,2600.00,General Surgery,Day Case,Adult,65+,18+ Months,2.00
28-02-18,2600.00,General Surgery,Day Case,Child,0-15,  0-3 Months,6.00
28-02-18,2600.00,General Surgery,Day Case,Child,0-15,  3-6 Months,7.00
28-02-18,2600.00,General Surgery,Day Case,Child,0-15,  6-9 Months,7.00
28-02-18,2600.00,General Surgery,Day Case,Child,0-15,  9-12 Months,2.00
28-02-18,2600.00,General Surgery,Day Case,Child,0-15, 12-15 Months,2.00
28-02-18,2600.00,General Surgery,Day Case,Child,0-15, 15-18 Months,2.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,16-64,  0-3 Months,10.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,16-64,  3-6 Months,5.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,16-64,  6-9 Months,3.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,16-64,  9-12 Months,8.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,16-64, 12-15 Months,6.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,16-64, 15-18 Months,7.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,65+,  0-3 Months,4.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,65+,  3-6 Months,4.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,65+,  6-9 Months,1.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,65+,  9-12 Months,1.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,65+, 12-15 Months,1.00
28-02-18,2600.00,General Surgery,Inpatient,Adult,65+, 15-18 Months,2.00
28-02-18,2602.00,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  0-3 Months,14.00
28-02-18,2602.00,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  3-6 Months,11.00
28-02-18,2602.00,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  6-9 Months,18.00
28-02-18,2602.00,Gastro-Intestinal Surgery,Day Case,Adult,16-64,  9-12 Months,6.00
28-02-18,2602.00,Gastro-Intestinal Surgery,Day Case,Adult,16-64, 12-15 Months,4.00
28-02-18,2602.00,Gastro-Intestinal Surgery,Day Case,Adult,65+,  0-3 Months,4.00
28-02-18,2602.00,Gastro-Intestinal Surgery,Day Case,Adult,65+,  6-9 Months,1.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,16-64,  0-3 Months,38.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,16-64,  3-6 Months,37.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,16-64,  6-9 Months,30.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,16-64,  9-12 Months,8.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,16-64, 12-15 Months,18.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,16-64, 15-18 Months,11.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,16-64,18+ Months,14.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,65+,  0-3 Months,11.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,65+,  3-6 Months,10.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,65+,  6-9 Months,11.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,65+,  9-12 Months,9.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,65+, 12-15 Months,13.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,65+, 15-18 Months,5.00
28-02-18,2604.00,Vascular Surgery,Day Case,Adult,65+,18+ Months,5.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,16-64,  0-3 Months,7.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,16-64,  3-6 Months,22.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,16-64,  6-9 Months,16.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,16-64,  9-12 Months,7.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,16-64, 12-15 Months,6.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,16-64, 15-18 Months,2.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,16-64,18+ Months,6.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,65+,  0-3 Months,8.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,65+,  3-6 Months,9.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,65+,  6-9 Months,14.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,65+,  9-12 Months,6.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,65+, 12-15 Months,2.00
28-02-18,2604.00,Vascular Surgery,Inpatient,Adult,65+,18+ Months,3.00
28-02-18,2605.00,Breast Surgery,Day Case,Adult,16-64,  3-6 Months,2.00
28-02-18,2605.00,Breast Surgery,Day Case,Adult,16-64, 15-18 Months,1.00
28-02-18,2605.00,Breast Surgery,Day Case,Adult,16-64,18+ Months,1.00
28-02-18,2605.00,Breast Surgery,Day Case,Adult,65+,  0-3 Months,1.00
28-02-18,2605.00,Breast Surgery,Day Case,Adult,65+,  6-9 Months,1.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64,  0-3 Months,165.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64,  3-6 Months,128.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64,  6-9 Months,82.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64,  9-12 Months,109.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64, 12-15 Months,125.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64, 15-18 Months,96.00
28-02-18,7800.00,Urology,Day Case,Adult,16-64,18+ Months,80.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,  0-3 Months,231.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,  3-6 Months,129.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,  6-9 Months,95.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,  9-12 Months,88.00
28-02-18,7800.00,Urology,Day Case,Adult,65+, 12-15 Months,123.00
28-02-18,7800.00,Urology,Day Case,Adult,65+, 15-18 Months,67.00
28-02-18,7800.00,Urology,Day Case,Adult,65+,18+ Months,63.00
28-02-18,7800.00,Urology,Day Case,Child,0-15,  0-3 Months,3.00
28-02-18,7800.00,Urology,Day Case,Child,0-15,  6-9 Months,1.00
28-02-18,7800.00,Urology,Day Case,Child,0-15, 12-15 Months,1.00
28-02-18,7800.00,Urology,Day Case,Child,0-15,18+ Months,2.00
28-02-18,7800.00,Urology,Inpatient,Adult,16-64,  0-3 Months,5.00
28-02-18,7800.00,Urology,Inpatient,Adult,16-64,  6-9 Months,4.00
28-02-18,7800.00,Urology,Inpatient,Adult,16-64,  9-12 Months,2.00
28-02-18,7800.00,Urology,Inpatient,Adult,16-64,18+ Months,2.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+,  0-3 Months,10.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+,  3-6 Months,5.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+,  6-9 Months,8.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+,  9-12 Months,6.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+, 12-15 Months,17.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+, 15-18 Months,11.00
28-02-18,7800.00,Urology,Inpatient,Adult,65+,18+ Months,14.00
28-02-18,7800.00,Urology,Inpatient,Child,0-15,18+ Months,1.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,16-64,  0-3 Months,15.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,16-64,  3-6 Months,29.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,16-64,  6-9 Months,18.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,16-64,  9-12 Months,24.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,16-64, 12-15 Months,35.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,16-64, 15-18 Months,21.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,16-64,18+ Months,25.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,65+,  0-3 Months,6.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,65+,  3-6 Months,19.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,65+,  6-9 Months,13.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,65+,  9-12 Months,22.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,65+, 12-15 Months,6.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,65+, 15-18 Months,9.00
28-02-18,8003.00,Pain Relief,Day Case,Adult,65+,18+ Months,8.00
28-02-18,8003.00,Pain Relief,Inpatient,Adult,16-64,  0-3 Months,1.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,16-64,  0-3 Months,68.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,16-64,  3-6 Months,19.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,16-64,  6-9 Months,6.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+,  0-3 Months,49.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+,  3-6 Months,13.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+,  6-9 Months,4.00
28-02-18,1800.00,Orthopaedics,Day Case,Adult,65+,  9-12 Months,1.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,16-64,  0-3 Months,48.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,16-64,  3-6 Months,13.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,16-64,  6-9 Months,2.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,65+,  0-3 Months,61.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,65+,  3-6 Months,11.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,65+,  6-9 Months,3.00
28-02-18,1800.00,Orthopaedics,Inpatient,Adult,65+, 12-15 Months,1.00
28-02-18,1503.00,Gynaecology,Day Case,Adult,16-64,  0-3 Months,18.00
